Landroid/os/Build$VERSION;->SDK_INT I
Landroid/view/ViewGroup;->onInitializeAccessibilityEvent
Landroid/view/ViewGroup;->onInitializeAccessibilityNodeInfo
Landroid/view/View;->setPadding
Ljava/lang/Long;->bitCount
Landroid/widget/PopupWindow$OnDismissListener;->onDismiss
Landroid/widget/AdapterView;->getAdapter
Landroid/widget/FrameLayout;->getVisibility
Landroid/widget/ListView;->setContentDescription
Landroid/widget/ImageView;->setContentDescription
Landroid/widget/AutoCompleteTextView;->drawableStateChanged
Landroid/widget/AutoCompleteTextView;->setBackgroundDrawable
Landroid/widget/AutoCompleteTextView;->setBackgroundResource
Landroid/widget/AutoCompleteTextView;->setDropDownBackgroundResource
Landroid/widget/AutoCompleteTextView;->setTextAppearance
Landroid/widget/Button;->drawableStateChanged
Landroid/widget/Button;->onInitializeAccessibilityEvent
Landroid/widget/Button;->onInitializeAccessibilityNodeInfo
Landroid/widget/Button;->setBackgroundDrawable
Landroid/widget/Button;->setBackgroundResource
Landroid/widget/Button;->setTextAppearance
Landroid/widget/CheckBox;->getCompoundPaddingLeft
Landroid/widget/CheckBox;->setButtonDrawable
Landroid/widget/CheckedTextView;->drawableStateChanged
Landroid/widget/CheckedTextView;->setCheckMarkDrawable
Landroid/widget/CheckedTextView;->setTextAppearance
Landroid/widget/EditText;->drawableStateChanged
Landroid/widget/EditText;->setBackgroundDrawable
Landroid/widget/EditText;->setBackgroundResource
Landroid/widget/EditText;->setTextAppearance
Landroid/widget/ImageButton;->drawableStateChanged
Landroid/widget/ImageButton;->setBackgroundDrawable
Landroid/widget/ImageButton;->setBackgroundResource
Landroid/widget/MultiAutoCompleteTextView;->drawableStateChanged
Landroid/widget/MultiAutoCompleteTextView;->setBackgroundDrawable
Landroid/widget/MultiAutoCompleteTextView;->setBackgroundResource
Landroid/widget/MultiAutoCompleteTextView;->setDropDownBackgroundResource
Landroid/widget/MultiAutoCompleteTextView;->setTextAppearance
Landroid/widget/RadioButton;->getCompoundPaddingLeft
Landroid/widget/RadioButton;->setButtonDrawable
Landroid/widget/RatingBar;->onMeasure
Landroid/graphics/Bitmap;->getWidth
Landroid/widget/ThemedSpinnerAdapter;->getDropDownViewTheme
Landroid/widget/ThemedSpinnerAdapter;->setDropDownViewTheme
Landroid/widget/ListAdapter;->areAllItemsEnabled
Landroid/widget/SpinnerAdapter;->getCount
Landroid/widget/SpinnerAdapter;->getDropDownView
Landroid/widget/SpinnerAdapter;->getItem
Landroid/widget/SpinnerAdapter;->getItemId
Landroid/widget/SpinnerAdapter;->hasStableIds
Landroid/widget/ListAdapter;->isEnabled
Landroid/widget/SpinnerAdapter;->registerDataSetObserver
Landroid/widget/SpinnerAdapter;->unregisterDataSetObserver
Landroid/widget/ListAdapter;->getItemId
Landroid/content/Context;->getMainLooper
Landroid/content/res/TypedArray;->getDimensionPixelOffset
Landroid/widget/PopupWindow;->setInputMethodMode
Landroid/widget/PopupWindow;->getMaxAvailableHeight
Landroid/widget/LinearLayout$LayoutParams;->topMargin I
Landroid/widget/LinearLayout$LayoutParams;->bottomMargin I
Landroid/widget/PopupWindow;->getBackground
Landroid/widget/PopupWindow;->getInputMethodMode
Landroid/widget/PopupWindow;->getContentView
Landroid/widget/PopupWindow;->setBackgroundDrawable
Landroid/widget/ListAdapter;->registerDataSetObserver
Landroid/widget/ListAdapter;->unregisterDataSetObserver
Landroid/widget/PopupWindow;->setOnDismissListener
Landroid/widget/PopupWindow;->setFocusable
Landroid/widget/PopupWindow;->setOutsideTouchable
Landroid/widget/PopupWindow;->update
Landroid/widget/PopupWindow;->setTouchInterceptor
Landroid/view/View;->getGlobalVisibleRect
Landroid/widget/SpinnerAdapter;->getItemViewType
Landroid/widget/SpinnerAdapter;->getView
Landroid/widget/Spinner;->drawableStateChanged
Landroid/widget/Spinner;->getDropDownHorizontalOffset
Landroid/widget/Spinner;->getDropDownVerticalOffset
Landroid/widget/Spinner;->getDropDownWidth
Landroid/widget/Spinner;->getPopupBackground
Landroid/widget/Spinner;->getPopupContext
Landroid/widget/Spinner;->getPrompt
Landroid/widget/Spinner;->onDetachedFromWindow
Landroid/widget/Spinner;->onMeasure
Landroid/widget/Spinner;->onTouchEvent
Landroid/widget/Spinner;->performClick
Landroid/widget/Spinner;->setAdapter
Landroid/widget/Spinner;->setBackgroundDrawable
Landroid/widget/Spinner;->setBackgroundResource
Landroid/widget/Spinner;->setDropDownHorizontalOffset
Landroid/widget/Spinner;->setDropDownVerticalOffset
Landroid/widget/Spinner;->setDropDownWidth
Landroid/widget/Spinner;->setPopupBackgroundDrawable
Landroid/widget/Spinner;->setPrompt
Landroid/widget/TextView;->onMeasure
Landroid/text/Layout;->getLineCount
Landroid/text/Layout;->getEllipsisCount
Landroid/widget/FrameLayout;->fitSystemWindows
Landroid/widget/LinearLayout;->fitSystemWindows
Ljava/lang/NoSuchFieldException;->printStackTrace
Landroid/view/View;->forceLayout
Landroid/graphics/Rect;->isEmpty
Ljava/lang/reflect/Field;->getBoolean
Ljava/lang/IllegalAccessException;->printStackTrace
Landroid/widget/ListView;->dispatchDraw
Landroid/widget/ListView;->drawableStateChanged
Landroid/widget/ListView;->onTouchEvent
Landroid/widget/ListView;->setSelector
Landroid/util/SparseIntArray;->indexOfKey
Landroid/util/SparseIntArray;->put
Landroid/util/SparseIntArray;->get
Ljava/util/Collections;->unmodifiableList
Landroid/view/accessibility/AccessibilityManager;->isEnabled
Ljava/util/List;->remove
Ljava/util/List;->contains
Ljava/lang/Math;->sqrt
Landroid/view/accessibility/AccessibilityEvent;->obtain
Landroid/view/accessibility/AccessibilityEvent;->setEventType
Landroid/view/ViewGroup;->addFocusables
Landroid/view/ViewGroup;->focusSearch
Ljava/lang/Long;->longValue
Landroid/view/ViewGroup;->removeDetachedView
Landroid/view/ViewGroup;->sendAccessibilityEventUnchecked
Landroid/view/ViewGroup;->setClipToPadding
Landroid/view/View;->setSelected
Landroid/widget/ImageView;->setLayoutParams
Landroid/text/TextUtils$TruncateAt;->END Landroid/text/TextUtils$TruncateAt;
Landroid/widget/TextView;->setEllipsize
Landroid/widget/TextView;->setLayoutParams
Landroid/widget/Spinner;->getParent
Landroid/widget/Spinner;->getAdapter
Landroid/widget/Spinner;->setSelection
Landroid/widget/Spinner;->getSelectedItemPosition
Landroid/widget/Spinner;->setLayoutParams
Landroid/widget/Spinner;->setOnItemSelectedListener
Landroid/widget/HorizontalScrollView;->onAttachedToWindow
Landroid/widget/HorizontalScrollView;->onConfigurationChanged
Landroid/widget/HorizontalScrollView;->onDetachedFromWindow
Landroid/widget/HorizontalScrollView;->onMeasure
Landroid/view/KeyEvent$DispatcherState;->handleUpEvent
Landroid/view/KeyEvent;->isTracking
Landroid/view/inputmethod/InputMethodManager;->showSoftInput
Landroid/content/Intent;->setData
Landroid/content/Intent;->putExtra
Landroid/app/SearchableInfo;->getSearchActivity
Landroid/widget/ImageView;->getDrawable
Landroid/content/res/Configuration;->orientation I
Landroid/text/SpannableStringBuilder;->setSpan
Landroid/text/SpannableStringBuilder;->append
Landroid/app/SearchableInfo;->getVoiceSearchEnabled
Landroid/app/SearchableInfo;->getVoiceSearchLaunchWebSearch
Landroid/content/pm/PackageManager;->resolveActivity
Landroid/app/SearchableInfo;->getVoiceSearchLaunchRecognizer
Landroid/app/SearchableInfo;->getSuggestThreshold
Landroid/app/SearchableInfo;->getImeOptions
Landroid/app/SearchableInfo;->getInputType
Landroid/app/SearchableInfo;->getSuggestAuthority
Landroid/text/TextUtils;->getTrimmedLength
Landroid/view/View$OnClickListener;->onClick
Landroid/view/inputmethod/InputMethodManager;->hideSoftInputFromWindow
Landroid/app/SearchableInfo;->getHintId
Landroid/content/Context;->getText
Landroid/os/Parcel;->readIntArray
Landroid/os/Parcel;->readArrayList
Landroid/os/Parcel;->writeList
Ljava/util/BitSet;->set
Ljava/util/BitSet;->isEmpty
Ljava/util/BitSet;->get
Ljava/util/BitSet;->clear
Landroid/text/method/TransformationMethod;->getTransformation
Landroid/text/Layout;->getDesiredWidth
Landroid/text/Layout$Alignment;->ALIGN_NORMAL Landroid/text/Layout$Alignment;
Landroid/view/MotionEvent;->setAction
Landroid/widget/CompoundButton;->onTouchEvent
Landroid/widget/CompoundButton;->draw
Landroid/widget/CompoundButton;->drawableHotspotChanged
Landroid/widget/CompoundButton;->drawableStateChanged
Landroid/widget/CompoundButton;->getCompoundPaddingLeft
Landroid/widget/CompoundButton;->getCompoundPaddingRight
Landroid/widget/CompoundButton;->jumpDrawablesToCurrentState
Landroid/widget/CompoundButton;->onCreateDrawableState
Landroid/widget/CompoundButton;->onDraw
Landroid/graphics/drawable/Drawable;->copyBounds
Landroid/graphics/Region$Op;->DIFFERENCE Landroid/graphics/Region$Op;
Landroid/text/TextPaint;->setColor
Landroid/text/TextPaint;->drawableState [I
Landroid/text/Layout;->getWidth
Landroid/text/Layout;->getHeight
Landroid/text/Layout;->draw
Landroid/widget/CompoundButton;->onInitializeAccessibilityEvent
Landroid/widget/CompoundButton;->onInitializeAccessibilityNodeInfo
Landroid/view/accessibility/AccessibilityNodeInfo;->setText
Landroid/widget/CompoundButton;->onLayout
Landroid/widget/CompoundButton;->onMeasure
Landroid/widget/CompoundButton;->onPopulateAccessibilityEvent
Landroid/view/accessibility/AccessibilityEvent;->getText
Landroid/text/TextPaint;->getTypeface
Landroid/text/TextPaint;->setTypeface
Landroid/widget/CompoundButton;->verifyDrawable
Landroid/widget/ImageButton;->getParent
Landroid/view/ViewGroup$MarginLayoutParams;->height I
Landroid/widget/ImageButton;->setLayoutParams
Landroid/widget/ImageButton;->setImageDrawable
Landroid/widget/ImageButton;->setContentDescription
Landroid/widget/ImageButton;->setOnClickListener
Landroid/widget/ImageView;->getContentDescription
Landroid/widget/ImageButton;->getContentDescription
Landroid/widget/ImageButton;->getDrawable
Landroid/widget/TextView;->getLayoutParams
Landroid/widget/ImageButton;->getMeasuredWidth
Landroid/widget/ImageButton;->getMeasuredHeight
Landroid/widget/ImageView;->getMeasuredHeight
Landroid/view/Menu;->findItem
Landroid/view/ViewGroup;->onRtlPropertiesChanged
Landroid/view/ViewGroup;->removeViewInLayout
Landroid/content/ComponentName;->flattenToShortString
Ljava/util/WeakHashMap;->containsKey
Landroid/graphics/drawable/Drawable$ConstantState;->newDrawable
Landroid/graphics/drawable/Drawable;->getConstantState
Ljava/lang/Integer;->parseInt
Landroid/database/Cursor;->getColumnIndex
Landroid/content/pm/ActivityInfo;->getIconResource
Landroid/content/pm/PackageManager$NameNotFoundException;->toString
Landroid/content/pm/PackageManager;->getDrawable
Landroid/net/Uri;->getScheme
Ljava/io/FileNotFoundException;->getMessage
Landroid/content/Context;->getContentResolver
Landroid/content/ContentResolver;->openInputStream
Landroid/graphics/drawable/Drawable;->createFromStream
Ljava/io/InputStream;->close
Landroid/content/res/Resources;->getColorStateList
Landroid/text/SpannableString;->setSpan
Landroid/database/Cursor;->getExtras
Landroid/content/pm/PackageManager;->getDefaultActivityIcon
Landroid/net/Uri$Builder;->scheme
Landroid/net/Uri$Builder;->authority
Landroid/net/Uri$Builder;->query
Landroid/net/Uri$Builder;->fragment
Landroid/app/SearchableInfo;->getSuggestPath
Landroid/net/Uri$Builder;->appendEncodedPath
Landroid/net/Uri$Builder;->appendPath
Landroid/app/SearchableInfo;->getSuggestSelection
Landroid/net/Uri$Builder;->appendQueryParameter
Landroid/net/Uri$Builder;->build
Landroid/content/ContentResolver;->query
Landroid/net/Uri;->getAuthority
Landroid/content/pm/PackageManager;->getResourcesForApplication
Landroid/net/Uri;->getPathSegments
Landroid/content/res/Resources;->getIdentifier
Landroid/widget/TextView;->setMaxLines
Landroid/widget/TextView;->getText
Landroid/widget/ImageView;->setTag
Landroid/widget/ImageView;->setOnClickListener
Landroid/app/SearchableInfo;->shouldRewriteQueryFromData
Landroid/app/SearchableInfo;->shouldRewriteQueryFromText
Ljava/lang/RuntimeException;->toString
Landroid/content/res/TypedArray;->getColor
Ljava/lang/ThreadLocal;->get
Ljava/lang/ThreadLocal;->set
Landroid/content/res/TypedArray;->getColorStateList
Landroid/util/TypedValue;->getFloat
Landroid/content/res/Resources;->getAssets
Landroid/content/res/Resources;->getAnimation
Landroid/content/res/Resources;->getDimension
Landroid/content/res/Resources;->getDimensionPixelOffset
Landroid/content/res/Resources;->getDrawableForDensity
Landroid/content/res/Resources;->getFraction
Landroid/content/res/Resources;->getIntArray
Landroid/content/res/Resources;->getMovie
Landroid/content/res/Resources;->getQuantityString
Landroid/content/res/Resources;->getQuantityText
Landroid/content/res/Resources;->getStringArray
Landroid/content/res/Resources;->getTextArray
Landroid/content/res/Resources;->getValue
Landroid/content/res/Resources;->getValueForDensity
Landroid/content/res/Resources;->getXml
Landroid/content/res/Resources;->obtainAttributes
Landroid/content/res/Resources;->obtainTypedArray
Landroid/content/res/Resources;->openRawResource
Landroid/content/res/Resources;->openRawResourceFd
Landroid/content/res/Resources;->parseBundleExtra
Landroid/content/res/Resources;->parseBundleExtras
Landroid/content/res/Resources;->updateConfiguration
Landroid/content/ContextWrapper;->getResources
Landroid/graphics/PorterDuff$Mode;->hashCode
Landroid/graphics/drawable/Drawable;->invalidateSelf
Landroid/graphics/drawable/Drawable;->clearColorFilter
Landroid/graphics/drawable/DrawableContainer$DrawableContainerState;->getChildren
Landroid/graphics/drawable/LayerDrawable;->findDrawableByLayerId
Landroid/util/SparseArray;->append
Ljava/lang/reflect/Method;->isAccessible
Ljava/lang/Float;->floatToIntBits
Landroid/content/pm/ResolveInfo;->toString
Landroid/content/ComponentName;->unflattenFromString
Landroid/content/ComponentName;->equals
Landroid/content/ComponentName;->hashCode
Landroid/content/Context;->openFileOutput
Landroid/util/Xml;->newSerializer
Lorg/xmlpull/v1/XmlSerializer;->setOutput
Lorg/xmlpull/v1/XmlSerializer;->startDocument
Lorg/xmlpull/v1/XmlSerializer;->startTag
Landroid/content/ComponentName;->flattenToString
Lorg/xmlpull/v1/XmlSerializer;->attribute
Lorg/xmlpull/v1/XmlSerializer;->endTag
Lorg/xmlpull/v1/XmlSerializer;->endDocument
Ljava/io/FileOutputStream;->close
Landroid/content/pm/PackageManager;->queryIntentActivities
Landroid/content/Context;->openFileInput
Landroid/util/Xml;->newPullParser
Lorg/xmlpull/v1/XmlPullParser;->setInput
Ljava/io/FileInputStream;->close
Lorg/xmlpull/v1/XmlPullParser;->getAttributeValue
Ljava/lang/Long;->parseLong
Ljava/lang/Float;->parseFloat
Landroid/content/pm/ActivityInfo;->packageName Ljava/lang/String;
Landroid/view/View;->getDrawableState
Landroid/widget/CompoundButton;->getContext
Landroid/widget/CompoundButton;->setButtonDrawable
Landroid/widget/CompoundButton;->getDrawableState
Landroid/widget/ImageView;->getContext
Landroid/view/ViewTreeObserver$OnScrollChangedListener;->onScrollChanged
Landroid/graphics/drawable/AnimationDrawable;->getNumberOfFrames
Landroid/graphics/drawable/AnimationDrawable;->isOneShot
Landroid/graphics/drawable/AnimationDrawable;->setOneShot
Landroid/graphics/drawable/AnimationDrawable;->getFrame
Landroid/graphics/drawable/AnimationDrawable;->getDuration
Landroid/graphics/drawable/AnimationDrawable;->addFrame
Landroid/graphics/drawable/AnimationDrawable;->setLevel
Landroid/graphics/drawable/LayerDrawable;->getNumberOfLayers
Landroid/graphics/drawable/LayerDrawable;->getId
Landroid/graphics/drawable/LayerDrawable;->getDrawable
Landroid/graphics/drawable/LayerDrawable;->setId
Landroid/graphics/drawable/BitmapDrawable;->getBitmap
Landroid/graphics/Shader$TileMode;->REPEAT Landroid/graphics/Shader$TileMode;
Landroid/graphics/Shader$TileMode;->CLAMP Landroid/graphics/Shader$TileMode;
Landroid/graphics/Paint;->setShader
Landroid/widget/ProgressBar;->getContext
Landroid/widget/ProgressBar;->setIndeterminateDrawable
Landroid/widget/ProgressBar;->setProgressDrawable
Landroid/widget/SeekBar;->getContext
Landroid/widget/SeekBar;->setThumb
Landroid/widget/TextView;->getCompoundDrawables
Landroid/widget/TextView;->getDrawableState
Landroid/widget/TextView;->getCompoundDrawablesRelative
Ljava/lang/Long;->rotateRight
Ljava/lang/Long;->toBinaryString
Ljava/lang/Class;->getFields
Ljava/lang/reflect/Field;->getName
Ljava/lang/reflect/Field;->getInt
Landroid/view/View;->drawableHotspotChanged
Landroid/widget/PopupWindow;->getWidth
Landroid/widget/PopupWindow;->getHeight
Landroid/os/Handler;->postDelayed
Ljava/util/List;->set
Landroid/content/pm/PackageManager;->getPackageInfo
Landroid/content/pm/PackageInfo;->versionName Ljava/lang/String;
Landroid/content/pm/PackageManager$NameNotFoundException;->printStackTrace
Landroid/content/Intent;->setFlags
Landroid/database/sqlite/SQLiteDatabase;->execSQL
Landroid/app/Application;->attachBaseContext
Landroid/app/Application;->onCreate
Landroid/content/Context;->getApplicationContext
Landroid/content/Context;->getSharedPreferences
Landroid/content/SharedPreferences;->edit
Landroid/content/SharedPreferences$Editor;->putInt
Landroid/content/SharedPreferences$Editor;->apply
Landroid/content/SharedPreferences$Editor;->putLong
Landroid/content/SharedPreferences$Editor;->putBoolean
Landroid/content/SharedPreferences$Editor;->putString
Landroid/content/SharedPreferences;->getInt
Landroid/content/SharedPreferences;->getLong
Landroid/content/SharedPreferences;->getBoolean
Landroid/content/SharedPreferences;->getString
Landroid/content/Intent;->getStringExtra
Landroid/content/Intent;->getBundleExtra
Landroid/content/Intent;->getLongExtra
Ljava/util/Calendar;->getInstance
Ljava/util/Calendar;->get
Ljava/util/Random;->nextInt
Landroid/content/Intent;->setAction
Landroid/app/PendingIntent;->getBroadcast
Landroid/os/SystemClock;->elapsedRealtime
Landroid/content/Intent;->setClass
Landroid/hardware/SensorEvent;->values [F
Landroid/widget/SeekBar;->setProgress
Landroid/widget/SeekBar;->getMax
Landroid/widget/SeekBar;->setEnabled
Landroid/hardware/SensorManager;->unregisterListener
Landroid/hardware/SensorManager;->getDefaultSensor
Landroid/hardware/SensorManager;->registerListener
Ljava/util/Set;->add
Ljava/util/Set;->clear
Landroid/widget/CheckBox;->isChecked
Landroid/widget/SeekBar;->setOnSeekBarChangeListener
Landroid/widget/CheckBox;->setChecked
Landroid/os/Handler;->sendMessageDelayed
Ljava/lang/Float;->floatValue
Landroid/media/RingtoneManager;->getActualDefaultRingtoneUri
Landroid/media/RingtoneManager;->setType
Landroid/media/RingtoneManager;->getCursor
Landroid/database/Cursor;->moveToFirst
Landroid/database/Cursor;->isAfterLast
Landroid/media/RingtoneManager;->getRingtoneUri
Landroid/database/Cursor;->moveToNext
Landroid/app/AlarmManager;->setExact
Landroid/app/AlarmManager;->set
Landroid/app/AlarmManager;->cancel
Ljava/util/Calendar;->add
Ljava/util/Calendar;->set
Ljava/util/Calendar;->getTimeInMillis
Landroid/net/Uri;->toString
Landroid/app/Activity;->setTheme
Ljava/lang/String;->isEmpty
Landroid/database/sqlite/SQLiteDatabase;->query
Landroid/database/sqlite/SQLiteDatabase;->delete
Landroid/content/ContentValues;->put
Landroid/database/sqlite/SQLiteDatabase;->insert
Landroid/database/sqlite/SQLiteDatabase;->update
Landroid/app/PendingIntent;->getActivity
Landroid/graphics/BitmapFactory;->decodeResource
Landroid/graphics/Bitmap;->getHeight
Landroid/graphics/Matrix;->postRotate
Landroid/graphics/Bitmap;->createBitmap
Landroid/widget/RemoteViews;->setViewVisibility
Landroid/widget/RemoteViews;->setTextViewText
Landroid/widget/RemoteViews;->setImageViewResource
Landroid/widget/RemoteViews;->setTextColor
Landroid/widget/RemoteViews;->setInt
Landroid/widget/RemoteViews;->setImageViewBitmap
Landroid/widget/RemoteViews;->setOnClickPendingIntent
Landroid/app/NotificationManager;->cancel
Landroid/app/NotificationManager;->notify
Landroid/appwidget/AppWidgetManager;->getInstance
Landroid/appwidget/AppWidgetManager;->updateAppWidget
Landroid/media/MediaPlayer;->isPlaying
Landroid/media/MediaPlayer;->setVolume
Landroid/media/MediaPlayer;->stop
Landroid/os/Vibrator;->cancel
Landroid/media/MediaPlayer;->reset
Landroid/media/MediaPlayer;->setAudioStreamType
Landroid/media/MediaPlayer;->setLooping
Landroid/media/MediaPlayer;->setDataSource
Landroid/media/MediaPlayer;->prepare
Landroid/media/MediaPlayer;->start
Ljava/lang/Exception;->printStackTrace
Landroid/os/Vibrator;->hasVibrator
Landroid/os/Vibrator;->vibrate
Landroid/app/PendingIntent;->getService
Landroid/app/job/JobInfo$Builder;->setPeriodic
Landroid/app/job/JobInfo$Builder;->setPersisted
Landroid/app/job/JobInfo$Builder;->build
Landroid/app/job/JobScheduler;->schedule
Landroid/app/Service;->onCreate
Landroid/content/IntentFilter;->addAction
Landroid/widget/RelativeLayout;->onFinishInflate
Landroid/widget/CheckBox;->setOnClickListener
Landroid/view/MotionEvent;->getActionMasked
Landroid/widget/RelativeLayout;->dispatchTouchEvent
Landroid/view/View;->setOnLongClickListener
Landroid/widget/FrameLayout;->getWidth
Landroid/view/View;->onDraw
Landroid/graphics/Paint$Style;->STROKE Landroid/graphics/Paint$Style;
Landroid/graphics/Paint;->setStyle
Landroid/graphics/Canvas;->drawLine
Landroid/widget/SeekBar;->getProgress
Landroid/widget/SeekBar;->setMax
Landroid/widget/RadioButton;->setChecked
Landroid/widget/RadioButton;->setOnClickListener
Landroid/app/Activity;->startActivityForResult
Landroid/media/MediaPlayer;->release
Landroid/util/SparseArray;->valueAt
Landroid/app/Activity;->findViewById
Landroid/widget/Checkable;->setChecked
Landroid/widget/ImageView;->setImageBitmap
Landroid/view/View;->setBackgroundResource
Landroid/view/View;->setBackgroundDrawable
Landroid/os/Build$VERSION;->SDK Ljava/lang/String;
Landroid/view/View;->setAnimation
Landroid/view/View;->getAnimation
Landroid/graphics/Camera;->save
Landroid/graphics/Camera;->rotateX
Landroid/graphics/Camera;->rotateY
Landroid/graphics/Camera;->rotateZ
Landroid/graphics/Camera;->getMatrix
Landroid/graphics/Camera;->restore
Landroid/graphics/Matrix;->preTranslate
Landroid/graphics/Matrix;->postTranslate
Landroid/graphics/Matrix;->postScale
Landroid/graphics/Matrix;->reset
Landroid/graphics/Matrix;->mapRect
Landroid/graphics/RectF;->offset
Landroid/graphics/RectF;->right F
Landroid/graphics/RectF;->left F
Landroid/graphics/RectF;->bottom F
Landroid/graphics/RectF;->top F
Landroid/graphics/RectF;->union
Ljava/lang/Math;->floor
Landroid/view/animation/Transformation;->setAlpha
Landroid/view/animation/Transformation;->getMatrix
Landroid/view/View;->setRotation
Ljava/lang/Class;->getField
Landroid/view/ViewGroup;->getContext
Landroid/view/Window;->clearFlags
Landroid/view/Window;->setStatusBarColor
Landroid/view/View;->setSystemUiVisibility
Ljava/lang/reflect/Field;->setInt
Landroid/view/Window;->setAttributes
Landroid/widget/ImageView$ScaleType;->CENTER_CROP Landroid/widget/ImageView$ScaleType;
Landroid/graphics/Bitmap$Config;->ARGB_8888 Landroid/graphics/Bitmap$Config;
Landroid/graphics/Canvas;->getWidth
Landroid/graphics/Canvas;->getHeight
Landroid/graphics/Paint;->setShadowLayer
Landroid/graphics/Matrix;->setScale
Landroid/graphics/BitmapShader;->setLocalMatrix
Landroid/widget/ImageView;->onSizeChanged
Landroid/view/animation/AlphaAnimation;->setStartOffset
Landroid/view/animation/AnimationSet;->setAnimationListener
Landroid/widget/RelativeLayout$LayoutParams;->leftMargin I
Landroid/widget/RelativeLayout$LayoutParams;->rightMargin I
Landroid/widget/RelativeLayout;->onMeasure
Landroid/graphics/drawable/ShapeDrawable;->draw
Landroid/graphics/Paint$Style;->FILL Landroid/graphics/Paint$Style;
Landroid/graphics/Paint;->setXfermode
Landroid/graphics/PorterDuff$Mode;->CLEAR Landroid/graphics/PorterDuff$Mode;
Landroid/graphics/drawable/LayerDrawable;->setLayerInset
Landroid/graphics/drawable/StateListDrawable;->addState
Landroid/view/WindowManager$LayoutParams;->x I
Landroid/view/WindowManager$LayoutParams;->y I
Landroid/view/WindowManager;->updateViewLayout
Landroid/os/Message;->arg1 I
Landroid/view/WindowManager;->getDefaultDisplay
Landroid/view/Display;->getMetrics
Landroid/view/View;->performLongClick
Landroid/view/View;->performClick
Landroid/view/MotionEvent;->getRawX
Landroid/view/MotionEvent;->getRawY
Landroid/view/MotionEvent;->getDownTime
Landroid/widget/FrameLayout;->onConfigurationChanged
Ljava/lang/Float;->valueOf
Landroid/graphics/PointF;->y F
Landroid/graphics/PointF;->x F
Ljava/lang/Math;->atan
Landroid/graphics/Path;->quadTo
Landroid/view/View;->onSizeChanged
Landroid/widget/RelativeLayout$LayoutParams;->addRule
Landroid/widget/TextView;->setTextSize
Landroid/view/WindowManager$LayoutParams;->format I
Landroid/view/WindowManager$LayoutParams;->width I
Landroid/view/WindowManager$LayoutParams;->height I
Landroid/widget/EditText;->getText
Landroid/widget/EditText;->setText
Landroid/widget/EditText;->getWindowToken
Landroid/widget/EditText;->requestFocus
Landroid/view/inputmethod/InputMethodManager;->toggleSoftInput
Landroid/view/Window;->setGravity
Landroid/app/Service;->onStartCommand
Ljava/util/concurrent/CountDownLatch;->countDown
Ljava/util/concurrent/TimeUnit;->MILLISECONDS Ljava/util/concurrent/TimeUnit;
Ljava/util/concurrent/CountDownLatch;->await
Ljava/lang/Object;->finalize
Landroid/app/Service;->onDestroy
Ljava/lang/Thread;->getName
Ljava/lang/Thread$UncaughtExceptionHandler;->uncaughtException
Ljava/util/List;->listIterator
Ljava/util/ListIterator;->hasNext
Ljava/util/ListIterator;->next
Landroid/net/Uri;->equals
Ljava/util/ListIterator;->remove
Landroid/app/Application;->registerActivityLifecycleCallbacks
Ljava/util/Set;->remove
Ljava/util/Map;->putAll
Ljava/lang/StackTraceElement;->getClassName
Ljava/lang/String;->split
Ljava/lang/StackTraceElement;->getMethodName
Ljava/lang/StackTraceElement;->getLineNumber
Ljava/lang/Throwable;->getCause
Ljava/util/TreeSet;->clear
Ljava/util/Set;->addAll
Ljava/util/TreeSet;->add
Landroid/content/pm/PackageInfo;->activities [Landroid/content/pm/ActivityInfo;
Ljava/util/TreeSet;->iterator
Ljava/util/TreeSet;->remove
Ljava/lang/Throwable;->getStackTrace
Ljava/lang/Double;->valueOf
Ljava/lang/Boolean;->TRUE Ljava/lang/Boolean;
Ljava/lang/Throwable;->toString
Landroid/util/Log;->isLoggable
Landroid/util/Log;->println
Landroid/content/Intent;->getData
Ljava/lang/Class;->getCanonicalName
Ljava/lang/Integer;->toString
Landroid/net/Uri;->isOpaque
Landroid/net/Uri;->getQueryParameter
Ljava/lang/Double;->toString
Ljava/lang/Thread;->getDefaultUncaughtExceptionHandler
Ljava/lang/Thread;->setDefaultUncaughtExceptionHandler
Landroid/net/Uri$Builder;->path
Ljava/text/DecimalFormat;->format
Ljava/lang/Double;->doubleValue
Ljava/lang/Boolean;->FALSE Ljava/lang/Boolean;
Ljava/util/Locale;->US Ljava/util/Locale;
Ljava/lang/String;->getBytes
Ljava/security/MessageDigest;->digest
Ljava/io/FileOutputStream;->write
Ljava/io/FileInputStream;->read
Ljava/io/FileInputStream;->available
Landroid/content/Context;->deleteFile
Ljava/util/concurrent/Future;->get
Ljava/util/UUID;->randomUUID
Ljava/util/UUID;->toString
Ljava/lang/String;->toLowerCase
Landroid/content/res/XmlResourceParser;->getEventType
Landroid/content/res/XmlResourceParser;->nextText
Ljava/lang/String;->trim
Ljava/lang/Boolean;->parseBoolean
Landroid/content/pm/ApplicationInfo;->processName Ljava/lang/String;
Landroid/text/TextUtils;->split
Landroid/content/pm/PackageManager;->getReceiverInfo
Landroid/content/pm/ActivityInfo;->enabled Z
Landroid/app/AlarmManager;->setInexactRepeating
Ljava/io/File;->setReadable
Ljava/io/File;->setWritable
Ljava/util/Collections;->EMPTY_LIST Ljava/util/List;
Ljava/util/Collections;->unmodifiableMap
Ljava/lang/StringBuffer;->append
